	ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4	Date
120	400203	580	E	4	1	53000.0	44.68	60.613	37.822145	-122.259965	0.365	ML	4	Kempton St/Fairmont St	DT337	L4-E-33-580-04468	582254	420396	2013_12_13
121	400204	84	W	4	1	26000.0	1.31	31.37	37.521657	-122.102892	0.39	ML	3	1800' W OF KGO STATION	DT921	L3-W-33-084-00131	484106	418826	2013_12_13
122	400206	101	S	4	85	68000.0	41.87	391.543	37.381356	-121.96211	0.395	ML	4	San Tomas Expwy rm-s-loop	DT723	L4-S-37-101-04187	998165	424558	2013_12_13
123	400207	680	N	4	13	17988.0	7.98	39.372	37.82774	-121.997739	0.425	ML	4	1300' S of El Cerro Blvd	DT258	L4-N-28-680-00798	680230	418481	2013_12_13
124	400208	680	S	4	13	83346.0	16.09	47.591	37.922084	-122.061731	0.135	ML	6	400' N OF SOS DR	DT547	L6-S-28-680-01609	681266	423666	2013_12_13
125	400209	85	S	4	85	17610.0	17.49	17.666	37.319961	-122.049031	0.95	ML	4	Stevens Creek Blvd  rm-s-diag	DT607	L4-S-37-085-01749	998089	419916	2013_12_13
126	400211	680	N	4	13	83346.0	13.36	44.861	37.889123	-122.057695	0.19	ML	5	1700' N of South Main St.	DT580	L5-N-28-680-01336	680255	423441	2013_12_13
127	400212	680	N	4	13	68378.0	2.53	33.947	37.755539	-121.962311	0.38	ML	4	2000' S of Bollinger Canyon Rd	DT500	L4-N-28-680-00253	680221	418403	2013_12_13
128	400213	85	S	4	85	44112.0	11.16	11.336	37.259192	-121.967128	0.595	ML	4	Winchester Blvd  rm-n-diag	DT574	L4-S-37-085-01116	998080	419904	2013_12_13
129	400214	101	N	4	41	52582.0	18.76	460.033	38.076333	-122.54237	0.305	ML	4	S of 37/101 interchange	DT565	L4-N-27-101-01876	981112	420637	2013_12_13
130	400216	580	E	4	13	60620.0	1.98	65.906	37.919642	-122.332292	0.431	ML	3	Regatta Blvd	DT119	L3-E-28-580-00198	580004	418666	2013_12_13
131	400218	880	N	4	1	53000.0	R33.15	43.377	37.803542	-122.301498	0.52	ML	4	2400' S of 7th St	DT332	L4-N-33-880-03315	999341	424852	2013_12_13
132	400221	17	N	4	85	10340.0	12.28	24.833	37.293614	-121.937899	0.745	ML	3	Hamilton Ave  rm-n-loop	DT754	L3-N-37-017-01228	998025	420777	2013_12_13
133	400222	85	N	4	85	68000.0	13.52	13.696	37.275395	-122.004702	0.93	ML	3	oppo Saratoga Ave rm-s-diag	DT590	L3-N-37-085-01352	998082	420862	2013_12_13
134	400223	101	S	4	85	68000.0	23.29	372.597	37.208606	-121.722043	0.805	ML	4	BAILEY AVE	DT579	L4-S-37-101-02329	999069	419934	2013_12_13
135	400224	24	W	4	1	53000.0	2.63	0.783	37.835531	-122.266013	0.285	ML	4	47TH ST AND MARTIN LUTHER KING	DT616	L4-W-33-024-00263	224105	424396	2013_12_13
136	400225	880	S	4	1	68084.0	20.65	30.877	37.689656	-122.136588	0.9	ML	4	Washington Ave rm-s-loop	DTA56	L4-S-33-880-02065	998443	421906	2013_12_13
137	400227	101	N	4	85	68000.0	40.81	390.447	37.377237	-121.943586	0.255	ML	5	Trimble Rd rm-n-diag	DT475	L5-N-37-101-04081	998161	422632	2013_12_13
138	400228	880	S	4	1	68084.0	23.53	33.757	37.71769	-122.175415	0.625	ML	4	Davis St rm-s-loop/diag	DT701	L4-S-33-880-02353	998451	421918	2013_12_13
139	400231	280	S	4	75	67000.0	6.52	56.493	37.762469	-122.392743	2.348	ML	3	18th St / Pennsylvania	DT249	L3-S-34-280-00652	280298	421167	2013_12_13
140	400232	680	N	4	1	26000.0	.35	10.285	37.46898	-121.907492	0.4	ML	3	Scott Creek Rd rm-n-diag	DT354	L3-N-33-680-00035	680147	420697	2013_12_13
2769	400235	80	W	4	13		11.35	24.683	38.030242	-122.255308	0.375	ML	4	California St / Spring	DT023	L4-W-28-080-01135	802208	431137	2014_02_21
3996	400235	80	W	4	13		11.35	24.683	38.030242	-122.255308	0.375	ML	4	California St / Spring	DT023	L4-W-28-080-01135	802208	431137	2014_03_07
141	400235	80	W	4	13		11.35	24.683	38.030242	-122.255308	0.375	ML	4	California St / Spring	DT023	L4-W-28-080-01135	802208	431137	2013_12_13
142	400236	87	S	4	85	68000.0	5.26	5.26	37.325105	-121.893262	0.595	ML	2	Auzerais Ave/Delmas St	DT667	L2-S-37-087-00526	998113	417998	2013_12_13
143	400237	101	N	4	85	68000.0	23.39	372.661	37.209941	-121.722999	0.805	ML	4	BAILEY AVE	DT580	L4-N-37-101-02339	999070	422530	2013_12_13
144	400238	880	S	4	85	47766.0	7.53	7.53	37.413256	-121.912324	0.475	ML	3	GREAT MALL PKWY	DT064	L3-S-37-880-00753	998323	421442	2013_12_13
145	400240	17	N	4	85	44112.0	9.55	22.103	37.258184	-121.953853	0.535	ML	3	NB 85 rm-n-conn	DT260	L3-N-37-017-00955	998017	420767	2013_12_13
146	400242	880	S	4	1	53000.0	R34.9	45.127	37.824311	-122.291457	0.15	ML	4	2000' N of W Grand Ave	DT357	L4-S-33-880-03490	999346	422032	2013_12_13
147	400246	101	N	4	85	69084.0	42.7	392.337	37.38562	-121.976214	0.05	ML	4	GREAT AMERICA PKWY / BOWERS AV	DTA01	l4-N-37-101-04270	998173	422656	2013_12_13
148	400248	880	S	4	1	26000.0	8.87	19.097	37.546915	-122.023163	0.61	ML	4	Thornton Ave rm-s-loop	DTA08	L4-S-33-880-00887	998391	421792	2013_12_13
149	400249	880	N	4	1	26000.0	4.66	14.887	37.506892	-121.966671	0.405	ML	4	Auto Mall Pkwy rm-n-loop	DT995	L4-N-33-880-00466	998365	420084	2013_12_13
150	400251	24	E	4	13	39122.0	6.12	10.468	37.893156	-122.123812	0.445	ML	4	OAK HILL RD	DT447	L4-E-28-024-00612	324141	418373	2013_12_13
2770	400252	880	N	4	1		20.42	30.647	37.687544	-122.133225	0.43	ML	4	Lewelling Blvd rm-n-diag	DTA50	L4-N-33-880-02042	998441	424750	2014_02_21
151	400252	880	N	4	1		20.42	30.647	37.687544	-122.133225	0.43	ML	4	Lewelling Blvd rm-n-diag	DTA50	L4-N-33-880-02042	998441	424750	2013_12_13
3997	400252	880	N	4	1		20.42	30.647	37.687544	-122.133225	0.43	ML	4	Lewelling Blvd rm-n-diag	DTA50	L4-N-33-880-02042	998441	424750	2014_03_07
152	400253	880	S	4	85	68000.0	2.1	2.1	37.342957	-121.925721	0.305	ML	3	THE ALAMEDA RM - S - LOOP	DT964	L3-S-37-880-00210	880118	421387	2013_12_13
153	400255	101	N	4	75	67000.0	1.4	429.694	37.727662	-122.402599	0.4	ML	5	BACON ST NEAR SAN BRUNO AVE	DTA45	L5-N-34-101-00140	101381	426322	2013_12_13
154	400257	87	S	4	85	68000.0	2.66	2.66	37.29173	-121.871969	0.27	ML	2	Curtner Ave rm-n-diag	DT641	L2-S-37-087-00266	187110	417184	2013_12_13
155	400258	87	N	4	85	68000.0	4.36	4.36	37.313568	-121.886074	0.35	ML	3	Lelong St rm-n-diag	DT649	L3-N-37-087-00436	998109	420897	2013_12_13
156	400260	101	N	4	81	8310.0	25.73	427.953	37.703072	-122.393983	0.537	ML	4	N Sierra Point Pkwy rm-s-diag	DT404	L4-S-35-101-02573	102330	419856	2013_12_13
3998	400260	101	N	4	81	8310.0	25.98	428.167	37.706585	-122.394455	0.333	ML	4	oppo Harney Way  rm-s-diag	DT404	L4-N-35-101-02598	102330	419856	2014_03_07
2771	400260	101	N	4	81	8310.0	25.73	427.953	37.703072	-122.393983	0.555	ML	4	N Sierra Point Pkwy rm-s-diag	DT404	L4-S-35-101-02573	102330	419856	2014_02_21
157	400261	580	E	4	1	53000.0	42.76	58.693	37.805061	-122.234851	0.607	ML	4	500' W of Park Blvd	DT108	L4-E-33-580-04276	581244	420372	2013_12_13
158	400263	101	S	4	81	68252.0	13.72	415.943	37.573665	-122.317153	0.19	ML	5	BETW POPLAR & 3RD -CYPRESS AVE	DT270	L5-S-35-101-01372	101292	426931	2013_12_13
159	400264	101	S	4	85	49670.0	48.88	398.553	37.413855	-122.082578	0.44	ML	4	Old Middlefield Way rm-s-diag	DT771	L4-S-37-101-04888	998207	424648	2013_12_13
160	400265	680	S	4	95	5290.0	1.46	59.622	38.069896	-122.126516	1.119	ML	2	Industrial Rd / Park Rd	DT266	L2-S-23-680-00146	680308	417485	2013_12_13
161	400268	85	N	4	85	68000.0	5.18	5.18	37.255651	-121.858078	0.6	ML	3	SANTA TERESA	DT488	L3-N-37-085-00518	998053	420812	2013_12_13
3999	400270	4	E	4	13		18.96	18.799	38.022121	-121.962176	0.33	ML	4	Willow Pass Rd (Bay Point)	DT878	L4-E-28-004-01896	998493	418224	2014_03_07
2772	400270	4	E	4	13		18.96	18.799	38.022121	-121.962176	0.33	ML	4	Willow Pass Rd (Bay Point)	DT878	L4-E-28-004-01896	998493	418224	2014_02_21
162	400270	4	E	4	13		18.96	18.799	38.022121	-121.962176	0.33	ML	4	Willow Pass Rd (Bay Point)	DT878	L4-E-28-004-01896	998493	418224	2013_12_13
163	400272	101	S	4	81	68252.0	11.35	413.573	37.546868	-122.290231	0.275	ML	4	Hillsdale Blvd off-s-diag	DT263	L4-S-35-101-01135	101282	419334	2013_12_13
4000	400272	101	S	4	81	68252.0	11.35	413.573	37.546868	-122.290231	0.325	ML	4	Hillsdale Blvd off-s-diag	DT263	L4-S-35-101-01135	101282	419334	2014_03_07
164	400274	237	W	4	85	77000.0	4.75	4.807	37.409909	-121.995942	0.62	ML	3	Lawrence Expwy	DT847	L3-W-37-237-00475	998242	418916	2013_12_13
2773	400275	880	N	4	1		18.48	28.707	37.667821	-122.108348	0.345	ML	5	A St rm-n-diag	DTA28	L5-N-33-880-01848	998437	426231	2014_02_21
165	400275	880	N	4	1		18.48	28.707	37.667821	-122.108348	0.345	ML	5	A St rm-n-diag	DTA28	L5-N-33-880-01848	998437	426231	2013_12_13
4001	400275	880	N	4	1		18.48	28.707	37.667821	-122.108348	0.345	ML	5	A St rm-n-diag	DTA28	L5-N-33-880-01848	998437	426231	2014_03_07
166	400276	280	N	4	81	65028.0	21.01	43.556	37.6271	-122.430565	0.749	ML	3	Sneath Ln rm-n-diag/loop	DT305	L3-N-35-280-02101	280243	420752	2013_12_13
167	400278	17	S	4	85	44112.0	10.2	22.753	37.266561	-121.948692	0.795	ML	3	San Tomas Expwy rm-s-diag	DT482	L3-S-37-017-01020	998019	421187	2013_12_13
2774	400280	87	N	4	85	68000.0	.45	0.45	37.262054	-121.858503	0.475	ML	2	Santa Teresa Blvd / NB 85	DT624	L2-N-37-087-00045	998095	417782	2014_02_21
168	400280	87	N	4	85	68000.0	.45	0.45	37.262054	-121.858503	0.615	ML	2	Santa Teresa Blvd / NB 85	DT624	L2-N-37-087-00045	998095	417782	2013_12_13
2775	400283	101	N	4	41		17.04	458.313	38.053731	-122.530648	0.28	ML	4	2000' N of Pacheco Creek OC	DTB44	L4-N-27-101-01704	102509	420456	2014_02_21
4002	400283	101	N	4	41		17.04	458.313	38.053731	-122.530648	0.28	ML	4	2000' N of Pacheco Creek OC	DTB44	L4-N-27-101-01704	102509	420456	2014_03_07
169	400283	101	N	4	41		17.04	458.313	38.053731	-122.530648	0.28	ML	4	2000' N of Pacheco Creek OC	DTB44	L4-N-27-101-01704	102509	420456	2013_12_13
170	400284	880	N	4	1	33000.0	15.54	25.767	37.630267	-122.083308	0.425	ML	4	Tennyson Rd off-n-diag	DT390	L4-N-33-880-01554	881219	424738	2013_12_13
2776	400287	680	N	4	95		5.06	63.183	38.11639	-122.106098	2.02	ML	2	Parish Rd	DT773	L2-N-23-680-00506	680337	419190	2014_02_21
4003	400287	680	N	4	95		5.06	63.183	38.11639	-122.106098	2.02	ML	2	Parish Rd	DT773	L2-N-23-680-00506	680337	419190	2014_03_07
171	400287	680	N	4	95		5.06	63.183	38.11639	-122.106098	2.02	ML	2	Parish Rd	DT773	L2-N-23-680-00506	680337	419190	2013_12_13
172	400289	24	W	4	13	39122.0	7.06	11.408	37.896274	-122.107979	0.325	ML	5	1450' E OF EBMUD AQUEDUCT UC	DT452	L5-W-28-024-00706	124150	427190	2013_12_13
4004	400291	101	N	4	81	68252.0	11.35	413.537	37.546976	-122.290032	0.26	ML	4	Hillsdale Blvd off-s-diag	DT263	L4-N-35-101-01135	101297	422284	2014_03_07
173	400291	101	N	4	81	68252.0	11.35	413.537	37.546976	-122.290032	0.21	ML	4	Hillsdale Blvd off-s-diag	DT263	L4-N-35-101-01135	101297	422284	2013_12_13
174	400292	280	S	4	85	68000.0	5.78	7.162	37.316378	-121.972052	0.56	ML	4	Saratoga ave  rm-s-diag	DT597	L4-S-37-280-00578	998251	419400	2013_12_13
2777	400295	680	N	4	95	5290.0	1.46	59.583	38.069862	-122.126383	0.935	ML	2	Industrial Rd / Park Rd	DT266	L2-N-23-680-00146	680329	419178	2014_02_21
175	400295	680	N	4	95	5290.0	1.46	59.583	38.069862	-122.126383	0.985	ML	2	Industrial Rd / Park Rd	DT266	L2-N-23-680-00146	680329	419178	2013_12_13
176	400296	237	E	4	85	68000.0	8.03	8.082	37.420359	-121.93915	0.53	ML	3	oppo Zanker Rd  rm-w-loop	DT822	L3-E-37-237-00803	998236	420572	2013_12_13
4005	400297	238	S	4	1		15.68	15.503	37.689523	-122.119266	0.18	ML	3	Ashland Ave	DT145	L3-S-33-238-01568	238106	421142	2014_03_07
2778	400297	238	S	4	1		15.68	15.503	37.689523	-122.119266	0.18	ML	3	Ashland Ave	DT145	L3-S-33-238-01568	238106	421142	2014_02_21
177	400297	238	S	4	1		15.68	15.503	37.689523	-122.119266	0.18	ML	3	Ashland Ave	DT145	L3-S-33-238-01568	238106	421142	2013_12_13
178	400298	17	S	4	85	10340.0	12.24	24.793	37.293047	-121.937861	0.7	ML	3	HAMILTON AVE	DT269	L3-S-37-017-01224	998023	421192	2013_12_13
179	400300	880	S	4	1	53000.0	R33.35	43.577	37.805659	-122.303914	0.325	ML	3	7th St rm-s-diag	DT587	L3-S-33-880-R3335	880286	421162	2013_12_13
180	400301	80	W	4	13	57288.0	8.59	21.923	37.998129	-122.285223	0.365	ML	4	Pinole Valley Rd on ramp diag	DT469	L4-W-28-080-00859	080196	424324	2013_12_13
181	400302	580	E	4	1	53000.0	42.11	58.188	37.800558	-122.227577	0.553	ML	4	Beaumont Ave	DT107	L4-E-33-580-04211	582244	420366	2013_12_13
182	400303	680	N	4	13	83346.0	12.24	43.632	37.87465	-122.044591	0.509	ML	4	oppo Rudgear Rd rm-s-diag	DT304	L4-N-28-680-01224	682248	418553	2013_12_13
183	400304	101	S	4	41		18.24	458.845	38.069309	-122.538884	0.33	ML	4	N OF IGNACIO BLVD	DT562	L4-S-27-101-01824	101476	424138	2013_12_13
2779	400304	101	S	4	41		18.24	458.845	38.069309	-122.538884	0.33	ML	4	N OF IGNACIO BLVD	DT562	L4-S-27-101-01824	101476	424138	2014_02_21
4006	400304	101	S	4	41		18.24	458.845	38.069309	-122.538884	0.33	ML	4	N OF IGNACIO BLVD	DT562	L4-S-27-101-01824	101476	424138	2014_03_07
184	400307	242	S	4	13	16000.0	2.81	3.069	37.997771	-122.03856	0.943	ML	3	Olivera St oc (Reitz Ct)	DT177	L3-S-28-242-00281	242114	417914	2013_12_13
185	400308	580	W	4	1	53000.0	42.11	58.34	37.800758	-122.227469	0.553	ML	4	Beaumont Ave	DT107	L4-W-33-580-04211	581245	422968	2013_12_13
186	400309	880	N	4	1	26000.0	3.47	13.697	37.495016	-121.951359	0.375	ML	4	Fremont Blvd rm-n-diag	DT994	L4-N-33-880-00347	998361	420072	2013_12_13
187	400312	880	S	4	1		19.37	29.597	37.677442	-122.118925	0.32	ML	6	S OF HACIENDA AVE	DT398	L6-S-33-880-01937	883238	423738	2013_12_13
2780	400312	880	S	4	1		19.37	29.597	37.677442	-122.118925	0.32	ML	6	S OF HACIENDA AVE	DT398	L6-S-33-880-01937	883238	423738	2014_02_21
4007	400312	880	S	4	1		19.37	29.597	37.677442	-122.118925	0.32	ML	6	S OF HACIENDA AVE	DT398	L6-S-33-880-01937	883238	423738	2014_03_07
188	400313	80	W	4	13	57288.0	7.62	20.953	37.993511	-122.301607	0.435	ML	4	Appian Way rm-e-diag	DT873	L4-W-28-080-00762	999353	424312	2013_12_13
189	400314	92	E	4	81	68252.0	11.51	12.236	37.552335	-122.307355	0.565	ML	2	W of Delaware St.	DT034	L2-E-35-092-01151	092135	419154	2013_12_13
190	400316	101	N	4	81	73262.0	20.79	422.977	37.637161	-122.4041	0.355	ML	4	N 0f 101 / 380 interchange	DT295	L4-N-35-101-02079	999377	422374	2013_12_13
4008	400316	101	N	4	81	73262.0	20.96	423.147	37.639474	-122.405195	0.285	ML	4	WB 380/S Airport Blvd	DT1A5	L4-N-35-101-02079	999377	422374	2014_03_07
191	400317	84	E	4	1	26000.0	2.11	32.17	37.529874	-122.093324	0.71	ML	3	3300' W of Toll Plaza	DT825	L3-E-33-084-00211	999075	418711	2013_12_13
192	400318	280	S	4	75	67000.0	2.64	52.613	37.731198	-122.436258	0.53	ML	4	SOUTH OF MONTEREY	DT008	L4-S-34-280-00264	280282	422098	2013_12_13
2781	400319	280	N	4	81		10.72	33.266	37.506335	-122.337198	0.83	ML	4	SR 92	DT916	L4-N-35-280-01072	280213	422422	2014_02_21
193	400319	280	N	4	81		10.72	33.266	37.506335	-122.337198	0.83	ML	4	SR 92	DT916	L4-N-35-280-01072	280213	422422	2013_12_13
4009	400319	280	N	4	81		10.72	33.266	37.506335	-122.337198	0.83	ML	4	SR 92	DT916	L4-N-35-280-01072	280213	422422	2014_03_07
194	400321	880	S	4	1	33000.0	17.82	28.047	37.659179	-122.103312	0.255	ML	5	Winton Ave rm-n-coll	DTA27	L5-S-33-880-01782	998434	426784	2013_12_13
195	400322	280	N	4	75	67000.0	3.87	53.831	37.734299	-122.409462	1.54	ML	4	Alemany Blvd	DT010	L4-N-34-280-00387	280285	422152	2013_12_13
196	400323	24	E	4	13	54232.0	4.05	8.398	37.892701	-122.16068	0.415	ML	4	1200' W OF ACALANES RD	DT438	L4-E-28-024-00405	24137	418349	2013_12_13
4010	400324	4	E	4	13		20.06	19.899	38.018713	-121.942807	0.28	ML	4	Bailey Rd. rm-e-diag	DT159	L4-E-28-004-02006	004147	419090	2014_03_07
2782	400324	4	E	4	13		20.06	19.899	38.018713	-121.942807	0.28	ML	4	Bailey Rd. rm-e-diag	DT159	L4-E-28-004-02006	004147	419090	2014_02_21
197	400324	4	E	4	13		20.06	19.899	38.018713	-121.942807	0.28	ML	4	Bailey Rd. rm-e-diag	DT159	L4-E-28-004-02006	004147	419090	2013_12_13
198	400325	101	N	4	85	68000.0	31.82	381.453	37.304612	-121.818006	0.215	ML	4	CAPITOL EXPWY	DT677	L4-N-37-101-03182	998125	422566	2013_12_13
199	400329	80	E	4	13	60620.0	.44	13.773	37.903574	-122.31244	0.408	ML	4	Central Ave rm-e-diag	DT110	L4-E-28-080-00044	801165	420114	2013_12_13
200	400330	101	S	4	85	77000.0	45.63	395.303	37.398628	-122.026802	0.31	ML	4	Mathilda Ave. rm-s-diag	DT739	L4-S-37-101-04563	998189	424594	2013_12_13
4011	400331	101	N	4	81		19.63	421.817	37.62072	-122.399676	0.41	ML	4	SFIA  OFF-S-DIAG	DT291	L4-N-35-101-01963	105341	422350	2014_03_07
2783	400331	101	N	4	81		19.63	421.817	37.62072	-122.399676	0.195	ML	4	SFIA  OFF-S-DIAG	DT291	L4-N-35-101-01963	105341	422350	2014_02_21
201	400331	101	N	4	81		19.63	421.817	37.62072	-122.399676	0.195	ML	4	SFIA  OFF-S-DIAG	DT291	L4-N-35-101-01963	105341	422350	2013_12_13
202	400333	880	N	4	1	68084.0	23.69	33.917	37.719584	-122.177086	0.65	ML	4	Davis St rm-n-loop/diag	DT718	L4-N-33-880-02369	998453	424774	2013_12_13
203	400334	580	W	4	1	41992.0	15.07	31.254	37.701133	-121.81961	0.27	ML	4	AIRWAY BLVD	DT311	L4-W-33-580-01507	580136	424498	2013_12_13
204	400335	680	N	4	1	20018.0	21.15	30.688	37.714602	-121.932779	0.32	ML	4	3900' S of Alcosta Blvd	DT359	L4-N-33-680-02115	681202	426119	2013_12_13
205	400336	85	N	4	85	68000.0	9.1	9.1	37.250624	-121.928209	0.6	ML	4	Union Ave rm-s-diag	DT539	L4-N-37-085-00910	998068	422464	2013_12_13
206	400337	80	W	4	95	81666.0	1.09	28.562	38.075741	-122.231688	0.395	ML	3	Sonoma Blvd on-w-diag	DT055	L3-W-23-080-00109	080224	421452	2013_12_13
207	400338	280	N	4	81	17918.0	24.91	47.45	37.67345	-122.46795	0.97	ML	4	SERRAMONTE BLVD	DT494	L4-N-35-280-02491	280259	422452	2013_12_13
208	400339	580	W	4	1	53000.0	41.51	57.74	37.79841	-122.216924	0.655	ML	4	Fruitvale Ave off-e-diag	DT106	L4-W-33-580-04151	580238	422962	2013_12_13
4012	400340	101	S	4	81		20.28	422.503	37.629746	-122.402661	0.47	ML	4	San Bruno Ave rm-s-diag	DT292	L4-S-35-101-02028	999078	419778	2014_03_07
2784	400340	101	S	4	81		19.84	422.063	37.623521	-122.40095	0.45	ML	4	San Bruno Ave rm-s-diag	DT292	L4-S-35-101-01984	999078	419778	2014_02_21
209	400340	101	S	4	81		19.84	422.063	37.623521	-122.40095	0.45	ML	4	San Bruno Ave rm-s-diag	DT292	L4-S-35-101-01984	999078	419778	2013_12_13
210	400341	880	N	4	1	53000.0	28.07	38.297	37.771469	-122.22307	0.56	ML	4	42nd/High St rm-n-diag	DT724	L4-N-33-880-02807	998477	424804	2013_12_13
211	400343	880	N	4	85	68000.0	2.7	2.7	37.348907	-121.917833	0.425	ML	3	Coleman Ave rm-n-diag	DT082	L3-N-37-880-00270	998303	420997	2013_12_13
212	400345	24	E	4	13	54232.0	2.66	7.008	37.882713	-122.1802	0.375	ML	5	DAVIS ST	DT430	L5-E-28-024-00266	224133	423063	2013_12_13
213	400349	101	N	4	41		17.33	458.603	38.057912	-122.530824	0.375	ML	4	S of Los Robles Rd	DT559	L4-N-27-101-01733	103509	420462	2013_12_13
4013	400349	101	N	4	41		17.33	458.603	38.057912	-122.530824	0.375	ML	4	S of Los Robles Rd	DT559	L4-N-27-101-01733	103509	420462	2014_03_07
2785	400349	101	N	4	41		17.33	458.603	38.057912	-122.530824	0.375	ML	4	S of Los Robles Rd	DT559	L4-N-27-101-01733	103509	420462	2014_02_21
214	400350	280	S	4	81		10.78	33.326	37.506759	-122.33852	0.83	ML	4	SR 92	DT916	L4-S-35-280-01078	999083	419862	2013_12_13
4014	400350	280	S	4	81		10.78	33.326	37.506759	-122.33852	0.83	ML	4	SR 92	DT916	L4-S-35-280-01078	999083	419862	2014_03_07
2786	400350	280	S	4	81		10.78	33.326	37.506759	-122.33852	0.83	ML	4	SR 92	DT916	L4-S-35-280-01078	999083	419862	2014_02_21
215	400353	101	N	4	85	68000.0	42.19	391.827	37.383125	-121.967496	0.3	ML	4	San Tomas Expwy rm-n-diag	DTB84	L4-N-37-101-04219	998169	422644	2013_12_13
216	400354	24	W	4	13	54232.0	3.76	8.108	37.892849	-122.166614	0.455	ML	5	1900' E OF ST STEPHENS DRIVE O	DT437	L5-W-28-024-00376	24140	427155	2013_12_13
217	400359	580	E	4	13	60620.0	3.46	67.386	37.922431	-122.357855	1.07	ML	3	Harbour Way on ramp	DT003	L3-E-28-580-00346	580288	418676	2013_12_13
218	400360	880	N	4	1	53000.0	24.65	34.877	37.730698	-122.187572	0.575	ML	4	98th Ave rm-n-loop	DTA34	L4-N-33-880-02465	998457	424780	2013_12_13
219	400361	80	W	4	13	60620.0	2.97	16.303	37.937368	-122.326196	0.395	ML	4	oppo San Pablo Ave rm-e-diag	DT114	L4-W-28-080-00297	080170	419700	2013_12_13
220	400363	880	S	4	1	26000.0	4.58	14.807	37.505941	-121.965865	0.375	ML	4	Auto Mall Pkwy rm-s-diag	DT818	L4-S-33-880-00458	998363	421750	2013_12_13
4015	400369	680	N	4	95		3.03	61.153	38.088318	-122.109682	1.605	ML	2	Lake Herman Rd	DT846	L2-N-23-680-00303	680335	419186	2014_03_07
221	400369	680	N	4	95		3.03	61.153	38.088318	-122.109682	1.605	ML	2	Lake Herman Rd	DT846	L2-N-23-680-00303	680335	419186	2013_12_13
2787	400369	680	N	4	95		3.03	61.153	38.088318	-122.109682	1.605	ML	2	Lake Herman Rd	DT846	L2-N-23-680-00303	680335	419186	2014_02_21
222	400370	87	N	4	85	68000.0	4.7	4.7	37.317672	-121.88931	0.27	ML	4	700' of Willow St	DT131	L4-N-37-087-00470	087001	422488	2013_12_13
223	400372	101	S	4	85	69084.0	42.58	392.253	37.38482	-121.974251	0.45	ML	4	Great America Pkwy rm-s-loop	DT515	L4-S-37-101-04258	998171	424564	2013_12_13
224	400376	680	N	4	1	26000.0	2.48	12.415	37.496503	-121.924073	0.25	ML	4	Mission Blvd rm-n-diag	DT826	L4-N-33-680-00248	682151	420018	2013_12_13
225	400378	80	W	4	13	60620.0	2.05	15.383	37.925318	-122.320965	0.31	ML	5	E of Cutting Blvd	DT166	L5-W-28-080-00205	080173	427204	2013_12_13
226	400380	948	S	4	1	53000.0	.24	0.24	37.818999	-122.296819	1.463	ML	2	E of Maritime	DT125	L2-S-33-948-00024	999338	430573	2013_12_13
227	400381	101	N	4	81	9066.0	16.64	418.827	37.590637	-122.36193	0.315	ML	4	Broadway rm-n-fly/diag	DT279	L4-N-35-101-01664	102329	422326	2013_12_13
4016	400382	101	S	4	41		15.85	456.455	38.037635	-122.536716	0.375	ML	4	N of Miller Creek rd	DT555	L4-S-27-101-01585	104468	422830	2014_03_07
2788	400382	101	S	4	41		15.85	456.455	38.037635	-122.536716	0.375	ML	4	N of Miller Creek rd	DT555	L4-S-27-101-01585	104468	422830	2014_02_21
228	400382	101	S	4	41		15.85	456.455	38.037635	-122.536716	0.375	ML	4	N of Miller Creek rd	DT555	L4-S-27-101-01585	104468	422830	2013_12_13
4017	400383	880	S	4	1		18.72	28.947	37.670804	-122.110602	0.395	ML	6	1900' N OF A ST	DT396	L6-S-33-880-01872	881238	423722	2014_03_07
229	400383	880	S	4	1		18.72	28.947	37.670804	-122.110602	0.395	ML	6	1900' N OF A ST	DT396	L6-S-33-880-01872	881238	423722	2013_12_13
2789	400383	880	S	4	1		18.72	28.947	37.670804	-122.110602	0.395	ML	6	1900' N OF A ST	DT396	L6-S-33-880-01872	881238	423722	2014_02_21
230	400388	101	N	4	81	46870.0	3.2	405.387	37.480426	-122.174688	0.485	ML	4	N OF HENDERSON UNDERPASS	DT046	L4-N-35-101-00320	105267	422206	2013_12_13
231	400389	24	E	4	13	54232.0	3	7.348	37.887084	-122.177406	0.32	ML	5	1650' W of St Stephens Dr OC	DT434	L5-E-28-024-00300	124133	423070	2013_12_13
232	400390	101	N	4	41	52582.0	19.23	460.503	38.081688	-122.547804	0.415	ML	4	N of 37 / 101 Interchange	DT028	L4-N-27-101-01923	103519	420642	2013_12_13
233	400392	101	S	4	41		17.79	458.395	38.063597	-122.535214	0.315	ML	4	N of Posada Del sol	DT560	L4-S-27-101-01779	102472	422854	2013_12_13
2790	400392	101	S	4	41		17.79	458.395	38.063597	-122.535214	0.315	ML	4	N of Posada Del sol	DT560	L4-S-27-101-01779	102472	422854	2014_02_21
4018	400392	101	S	4	41		17.79	458.395	38.063597	-122.535214	0.315	ML	4	N of Posada Del sol	DT560	L4-S-27-101-01779	102472	422854	2014_03_07
